_id,term,definition,analysis.pos_tags[0][0],analysis.pos_tags[0][1],analysis.pos_tags[1][0],analysis.pos_tags[1][1],analysis.stems[0],analysis.stems[1],created_at,sentiment_score,source_link,status,analysis.morphemes[0].word,analysis.morphemes[1].word,analysis.morphemes[2].word,analysis.morphemes[3].word,analysis.morphemes[4].word,analysis.morphemes[5].word,analysis.morphemes[6].word,analysis.morphemes[7].word,analysis.morphemes[8].word,analysis.morphemes[9].word,analysis.morphemes[10].word,analysis.morphemes[11].word,analysis.morphemes[12].word,analysis.morphemes[13].word,analysis.morphemes[14].word,analysis.morphemes[15].word,analysis.morphemes[16].word,analysis.morphemes[0].pos,analysis.morphemes[1].pos,analysis.morphemes[2].pos,analysis.morphemes[3].pos,analysis.morphemes[4].pos,analysis.morphemes[5].pos,analysis.morphemes[6].pos,analysis.morphemes[7].pos,analysis.morphemes[8].pos,analysis.morphemes[9].pos,analysis.morphemes[10].pos,analysis.morphemes[11].pos,analysis.morphemes[12].pos,analysis.morphemes[13].pos,analysis.morphemes[14].pos,analysis.morphemes[15].pos,analysis.morphemes[16].pos,analysis.sentiment_score,updated_at,analyzed_at,ai_updated_at,category
695381313b178b129082b911,게임 개발,,,,,,,,2025-12-30T16:37:21.263Z,,https://namu.wiki/w/%EB%B6%84%EB%A5%98:%EA%B2%8C%EC%9E%84%20%EA%B0%9C%EB%B0%9C,ai_analyzed,게임,개발,,,,,,,,,,,,,,,,Noun,Noun,,,,,,,,,,,,,,,,0.038,2025-12-31T13:59:37.862Z,2025-12-31T14:57:24.333Z,2025-12-31T16:08:23.708Z,
695381313b178b129082b912,게임 속어,,,,,,,,2025-12-30T16:37:21.264Z,,https://namu.wiki/w/%EB%B6%84%EB%A5%98:%EA%B2%8C%EC%9E%84%20%EC%86%8D%EC%96%B4,ai_analyzed,게임,속어,,,,,,,,,,,,,,,,Noun,Noun,,,,,,,,,,,,,,,,-0.985,2025-12-31T13:59:37.865Z,2025-12-31T14:57:24.333Z,2025-12-31T16:08:23.725Z,
695381313b178b129082b913,게임 점수,,,,,,,,2025-12-30T16:37:21.264Z,,https://namu.wiki/w/%EB%B6%84%EB%A5%98:%EA%B2%8C%EC%9E%84%20%EC%A0%90%EC%88%98,ai_analyzed,게임,점수,,,,,,,,,,,,,,,,Noun,Noun,,,,,,,,,,,,,,,,-0.897,2025-12-31T13:59:37.868Z,2025-12-31T14:57:24.333Z,2025-12-31T16:08:23.739Z,
695381313b178b129082b914,게임 클리셰,,,,,,,,2025-12-30T16:37:21.264Z,,https://namu.wiki/w/%EB%B6%84%EB%A5%98:%EA%B2%8C%EC%9E%84%20%ED%81%B4%EB%A6%AC%EC%85%B0,ai_analyzed,게임,클리셰,,,,,,,,,,,,,,,,Noun,Noun,,,,,,,,,,,,,,,,-0.994,2025-12-31T13:59:37.899Z,2025-12-31T14:57:24.334Z,2025-12-31T16:08:23.754Z,
695381313b178b129082b915,게임 플레이,,,,,,,,2025-12-30T16:37:21.265Z,,https://namu.wiki/w/%EB%B6%84%EB%A5%98:%EA%B2%8C%EC%9E%84%20%ED%94%8C%EB%A0%88%EC%9D%B4,ai_analyzed,게임,플레이,,,,,,,,,,,,,,,,Noun,Noun,,,,,,,,,,,,,,,,0.579,2025-12-31T13:59:37.904Z,2025-12-31T14:57:24.334Z,2025-12-31T16:08:23.768Z,
695381313b178b129082b916,게임별 용어,,,,,,,,2025-12-30T16:37:21.265Z,,https://namu.wiki/w/%EB%B6%84%EB%A5%98:%EA%B2%8C%EC%9E%84%EB%B3%84%20%EC%9A%A9%EC%96%B4,ai_analyzed,게임,별,용어,,,,,,,,,,,,,,,Noun,Noun,Noun,,,,,,,,,,,,,,,-0.878,2025-12-31T13:59:37.910Z,2025-12-31T14:57:24.334Z,2025-12-31T16:08:23.782Z,
695381313b178b129082b917,공략,,,,,,,,2025-12-30T16:37:21.265Z,,https://namu.wiki/w/%EB%B6%84%EB%A5%98:%EA%B3%B5%EB%9E%B5,ai_analyzed,공략,,,,,,,,,,,,,,,,,Noun,,,,,,,,,,,,,,,,,-0.078,2025-12-31T13:59:37.912Z,2025-12-31T14:57:24.335Z,2025-12-31T16:08:23.799Z,
695381313b178b129082b918,난이도,,,,,,,,2025-12-30T16:37:21.265Z,,https://namu.wiki/w/%EB%B6%84%EB%A5%98:%EB%82%9C%EC%9D%B4%EB%8F%84,ai_analyzed,난이도,,,,,,,,,,,,,,,,,Noun,,,,,,,,,,,,,,,,,-0.983,2025-12-31T13:59:37.915Z,2025-12-31T14:57:24.335Z,2025-12-31T16:08:23.818Z,
695381313b178b129082b919,대전 격투 게임 용어,,,,,,,,2025-12-30T16:37:21.266Z,,https://namu.wiki/w/%EB%B6%84%EB%A5%98:%EB%8C%80%EC%A0%84%20%EA%B2%A9%ED%88%AC%20%EA%B2%8C%EC%9E%84%20%EC%9A%A9%EC%96%B4,ai_analyzed,대전,격투,게임,용어,,,,,,,,,,,,,,Noun,Noun,Noun,Noun,,,,,,,,,,,,,,-0.95,2025-12-31T13:59:37.919Z,2025-12-31T14:57:24.336Z,2025-12-31T16:08:23.837Z,
695381313b178b129082b91a,더미 데이터,,,,,,,,2025-12-30T16:37:21.266Z,,https://namu.wiki/w/%EB%B6%84%EB%A5%98:%EB%8D%94%EB%AF%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0,ai_analyzed,더미,데이터,,,,,,,,,,,,,,,,Noun,Noun,,,,,,,,,,,,,,,,-0.992,2025-12-31T13:59:37.922Z,2025-12-31T14:57:24.336Z,2025-12-31T16:08:23.859Z,
695381313b178b129082b91b,리듬 게임 용어,,,,,,,,2025-12-30T16:37:21.266Z,,https://namu.wiki/w/%EB%B6%84%EB%A5%98:%EB%A6%AC%EB%93%AC%20%EA%B2%8C%EC%9E%84%20%EC%9A%A9%EC%96%B4,ai_analyzed,리듬,게임,용어,,,,,,,,,,,,,,,Noun,Noun,Noun,,,,,,,,,,,,,,,-0.594,2025-12-31T13:59:37.925Z,2025-12-31T14:57:24.336Z,2025-12-31T16:08:23.879Z,
695381313b178b129082b91c,멀티플레이,,,,,,,,2025-12-30T16:37:21.267Z,,https://namu.wiki/w/%EB%B6%84%EB%A5%98:%EB%A9%80%ED%8B%B0%ED%94%8C%EB%A0%88%EC%9D%B4,ai_analyzed,멀티플레이,,,,,,,,,,,,,,,,,Noun,,,,,,,,,,,,,,,,,-0.213,2025-12-31T13:59:37.932Z,2025-12-31T14:57:24.336Z,2025-12-31T16:08:23.899Z,
695381313b178b129082b91d,몹,,,,,,,,2025-12-30T16:37:21.267Z,,https://namu.wiki/w/%EB%B6%84%EB%A5%98:%EB%AA%B9,ai_analyzed,몹,,,,,,,,,,,,,,,,,Noun,,,,,,,,,,,,,,,,,-0.89,2025-12-31T13:59:37.933Z,2025-12-31T14:57:24.337Z,2025-12-31T16:08:23.919Z,
695381313b178b129082b91e,배틀 패스,,,,,,,,2025-12-30T16:37:21.267Z,,https://namu.wiki/w/%EB%B6%84%EB%A5%98:%EB%B0%B0%ED%8B%80%20%ED%8C%A8%EC%8A%A4,ai_analyzed,배틀,패스,,,,,,,,,,,,,,,,Noun,Noun,,,,,,,,,,,,,,,,-0.725,2025-12-31T13:59:37.935Z,2025-12-31T14:57:24.337Z,2025-12-31T16:08:23.942Z,
695381313b178b129082b91f,보드게임 용어,,,,,,,,2025-12-30T16:37:21.267Z,,https://namu.wiki/w/%EB%B6%84%EB%A5%98:%EB%B3%B4%EB%93%9C%EA%B2%8C%EC%9E%84%20%EC%9A%A9%EC%96%B4,ai_analyzed,보드게임,용어,,,,,,,,,,,,,,,,Noun,Noun,,,,,,,,,,,,,,,,-0.601,2025-12-31T13:59:37.939Z,2025-12-31T14:57:24.337Z,2025-12-31T16:08:23.961Z,
695381313b178b129082b920,보스(게임),,,,,,,,2025-12-30T16:37:21.268Z,,https://namu.wiki/w/%EB%B6%84%EB%A5%98:%EB%B3%B4%EC%8A%A4(%EA%B2%8C%EC%9E%84),ai_analyzed,보스,(,게임,),,,,,,,,,,,,,,Noun,Punctuation,Noun,Punctuation,,,,,,,,,,,,,,0.026,2025-12-31T13:59:37.941Z,2025-12-31T14:57:24.337Z,2025-12-31T16:08:23.980Z,
695381313b178b129082b921,서브컬처 게임 용어,,,,,,,,2025-12-30T16:37:21.268Z,,https://namu.wiki/w/%EB%B6%84%EB%A5%98:%EC%84%9C%EB%B8%8C%EC%BB%AC%EC%B2%98%20%EA%B2%8C%EC%9E%84%20%EC%9A%A9%EC%96%B4,ai_analyzed,서브컬처,게임,용어,,,,,,,,,,,,,,,Noun,Noun,Noun,,,,,,,,,,,,,,,-0.711,2025-12-31T13:59:37.944Z,2025-12-31T14:57:24.337Z,2025-12-31T16:08:24.001Z,
695381313b178b129082b922,아이템,,,,,,,,2025-12-30T16:37:21.268Z,,https://namu.wiki/w/%EB%B6%84%EB%A5%98:%EC%95%84%EC%9D%B4%ED%85%9C,ai_analyzed,아이템,,,,,,,,,,,,,,,,,Noun,,,,,,,,,,,,,,,,,0.692,2025-12-31T13:59:37.947Z,2025-12-31T14:57:24.337Z,2025-12-31T16:08:24.027Z,
695381313b178b129082b923,아케이드 시스템,,,,,,,,2025-12-30T16:37:21.268Z,,https://namu.wiki/w/%EB%B6%84%EB%A5%98:%EC%95%84%EC%BC%80%EC%9D%B4%EB%93%9C%20%EC%8B%9C%EC%8A%A4%ED%85%9C,ai_analyzed,아케이드,시스템,,,,,,,,,,,,,,,,Noun,Noun,,,,,,,,,,,,,,,,-0.64,2025-12-31T13:59:37.950Z,2025-12-31T14:57:24.338Z,2025-12-31T16:08:24.050Z,
695381313b178b129082b924,이스터 에그,,,,,,,,2025-12-30T16:37:21.269Z,,https://namu.wiki/w/%EB%B6%84%EB%A5%98:%EC%9D%B4%EC%8A%A4%ED%84%B0%20%EC%97%90%EA%B7%B8,ai_analyzed,이스터,에그,,,,,,,,,,,,,,,,Noun,Exclamation,,,,,,,,,,,,,,,,-0.921,2025-12-31T13:59:37.952Z,2025-12-31T14:57:24.338Z,2025-12-31T16:08:24.068Z,
695381313b178b129082b925,카드 셔플,,,,,,,,2025-12-30T16:37:21.269Z,,https://namu.wiki/w/%EB%B6%84%EB%A5%98:%EC%B9%B4%EB%93%9C%20%EC%85%94%ED%94%8C,ai_analyzed,카드,셔플,,,,,,,,,,,,,,,,Noun,Noun,,,,,,,,,,,,,,,,0.622,2025-12-31T13:59:37.954Z,2025-12-31T14:57:24.338Z,2025-12-31T16:08:24.091Z,
695381313b178b129082b926,퀘스트,,,,,,,,2025-12-30T16:37:21.269Z,,https://namu.wiki/w/%EB%B6%84%EB%A5%98:%ED%80%98%EC%8A%A4%ED%8A%B8,ai_analyzed,퀘스트,,,,,,,,,,,,,,,,,Noun,,,,,,,,,,,,,,,,,-0.095,2025-12-31T13:59:37.955Z,2025-12-31T14:57:24.338Z,2025-12-31T16:08:24.107Z,
695381313b178b129082b927,타워,,,,,,,,2025-12-30T16:37:21.270Z,,https://namu.wiki/w/%EB%B6%84%EB%A5%98:%ED%83%80%EC%9B%8C,ai_analyzed,타워,,,,,,,,,,,,,,,,,Noun,,,,,,,,,,,,,,,,,0.436,2025-12-31T13:59:37.956Z,2025-12-31T14:57:24.339Z,2025-12-31T16:08:24.125Z,
695381313b178b129082b928,플레이어,,,,,,,,2025-12-30T16:37:21.270Z,,https://namu.wiki/w/%EB%B6%84%EB%A5%98:%ED%94%8C%EB%A0%88%EC%9D%B4%EC%96%B4,ai_analyzed,플레이어,,,,,,,,,,,,,,,,,Noun,,,,,,,,,,,,,,,,,-0.793,2025-12-31T13:59:37.958Z,2025-12-31T14:57:24.339Z,2025-12-31T16:08:24.144Z,
695381313b178b129082b929,합팩,,,,,,,,2025-12-30T16:37:21.270Z,,https://namu.wiki/w/%EB%B6%84%EB%A5%98:%ED%95%A9%ED%8C%A9,ai_analyzed,합팩,,,,,,,,,,,,,,,,,Noun,,,,,,,,,,,,,,,,,-0.646,2025-12-31T13:59:37.959Z,2025-12-31T14:57:24.339Z,2025-12-31T16:08:24.163Z,
695381313b178b129082b92a,1UP,,,,,,,,2025-12-30T16:37:21.270Z,,https://namu.wiki/w/1UP,ai_analyzed,1,UP,,,,,,,,,,,,,,,,Number,Alpha,,,,,,,,,,,,,,,,-0.932,2025-12-31T13:59:37.960Z,2025-12-31T14:57:24.339Z,2025-12-31T16:08:24.181Z,
695381313b178b129082b92b,1인칭,,,,,,,,2025-12-30T16:37:21.271Z,,https://namu.wiki/w/1%EC%9D%B8%EC%B9%AD,ai_analyzed,1,인칭,,,,,,,,,,,,,,,,Number,Noun,,,,,,,,,,,,,,,,-0.658,2025-12-31T13:59:37.961Z,2025-12-31T14:57:24.339Z,2025-12-31T16:08:24.197Z,
695381313b178b129082b92c,3D 멀미,,,,,,,,2025-12-30T16:37:21.271Z,,https://namu.wiki/w/3D%20%EB%A9%80%EB%AF%B8,ai_analyzed,3,D,멀미,,,,,,,,,,,,,,,Number,Alpha,Noun,,,,,,,,,,,,,,,-0.993,2025-12-31T13:59:37.962Z,2025-12-31T14:57:24.339Z,2025-12-31T16:08:24.212Z,
695381313b178b129082b92d,3인칭,,,,,,,,2025-12-30T16:37:21.271Z,,https://namu.wiki/w/3%EC%9D%B8%EC%B9%AD,ai_analyzed,3,인칭,,,,,,,,,,,,,,,,Number,Noun,,,,,,,,,,,,,,,,-0.191,2025-12-31T13:59:37.965Z,2025-12-31T14:57:24.339Z,2025-12-31T16:08:24.225Z,
695381313b178b129082b92e,4차원(게임 용어),,,,,,,,2025-12-30T16:37:21.272Z,,https://namu.wiki/w/4%EC%B0%A8%EC%9B%90(%EA%B2%8C%EC%9E%84%20%EC%9A%A9%EC%96%B4),ai_analyzed,4,차원,(,게임,용어,),,,,,,,,,,,,Number,Noun,Punctuation,Noun,Noun,Punctuation,,,,,,,,,,,,-0.983,2025-12-31T13:59:37.967Z,2025-12-31T14:57:24.340Z,2025-12-31T16:08:24.239Z,
695381313b178b129082b92f,AAA 게임,,,,,,,,2025-12-30T16:37:21.272Z,,https://namu.wiki/w/AAA%20%EA%B2%8C%EC%9E%84,ai_analyzed,AAA,게임,,,,,,,,,,,,,,,,Alpha,Noun,,,,,,,,,,,,,,,,-0.83,2025-12-31T13:59:37.968Z,2025-12-31T14:57:24.340Z,2025-12-31T16:08:24.251Z,
695381313b178b129082b930,AOS(장르)/용어,,,,,,,,2025-12-30T16:37:21.272Z,,https://namu.wiki/w/AOS(%EC%9E%A5%EB%A5%B4)/%EC%9A%A9%EC%96%B4,ai_analyzed,AOS,(,장르,)/,용어,,,,,,,,,,,,,Alpha,Punctuation,Noun,Punctuation,Noun,,,,,,,,,,,,,-0.892,2025-12-31T13:59:37.969Z,2025-12-31T14:57:24.340Z,2025-12-31T16:08:24.271Z,
695381313b178b129082b931,CBT,,,,,,,,2025-12-30T16:37:21.272Z,,https://namu.wiki/w/CBT,ai_analyzed,CBT,,,,,,,,,,,,,,,,,Alpha,,,,,,,,,,,,,,,,,0.834,2025-12-31T13:59:37.970Z,2025-12-31T14:57:24.340Z,2025-12-31T16:08:24.285Z,
695381313b178b129082b932,CP(확산성 밀리언아서),,,,,,,,2025-12-30T16:37:21.273Z,,https://namu.wiki/w/CP(%ED%99%95%EC%82%B0%EC%84%B1%20%EB%B0%80%EB%A6%AC%EC%96%B8%EC%95%84%EC%84%9C),ai_analyzed,CP,(,확산,성,밀리언아서,),,,,,,,,,,,,Alpha,Punctuation,Noun,Suffix,Noun,Punctuation,,,,,,,,,,,,-0.899,2025-12-31T13:59:37.973Z,2025-12-31T14:57:24.340Z,2025-12-31T16:08:24.302Z,
695381313b178b129082b933,Clipping Zone,,,,,,,,2025-12-30T16:37:21.273Z,,https://namu.wiki/w/Clipping%20Zone,ai_analyzed,Clipping,Zone,,,,,,,,,,,,,,,,Alpha,Alpha,,,,,,,,,,,,,,,,-0.738,2025-12-31T13:59:37.974Z,2025-12-31T14:57:24.341Z,2025-12-31T16:08:24.322Z,
695381313b178b129082b934,DOT(게임 용어),,,,,,,,2025-12-30T16:37:21.273Z,,https://namu.wiki/w/DOT(%EA%B2%8C%EC%9E%84%20%EC%9A%A9%EC%96%B4),ai_analyzed,DOT,(,게임,용어,),,,,,,,,,,,,,Alpha,Punctuation,Noun,Noun,Punctuation,,,,,,,,,,,,,0.126,2025-12-31T13:59:37.976Z,2025-12-31T14:57:24.341Z,2025-12-31T16:08:24.338Z,
695381313b178b129082b935,DPS,,,,,,,,2025-12-30T16:37:21.274Z,,https://namu.wiki/w/DPS,ai_analyzed,DPS,,,,,,,,,,,,,,,,,Alpha,,,,,,,,,,,,,,,,,0.927,2025-12-31T13:59:37.977Z,2025-12-31T14:57:24.341Z,2025-12-31T16:08:24.356Z,
695381313b178b129082b936,GIBUS,,,,,,,,2025-12-30T16:37:21.274Z,,https://namu.wiki/w/GIBUS,ai_analyzed,GIBUS,,,,,,,,,,,,,,,,,Alpha,,,,,,,,,,,,,,,,,0.487,2025-12-31T13:59:37.977Z,2025-12-31T14:57:24.342Z,2025-12-31T16:08:24.372Z,
695381313b178b129082b937,Game Over Rape,,,,,,,,2025-12-30T16:37:21.274Z,,https://namu.wiki/w/Game%20Over%20Rape,ai_analyzed,Game,Over,Rape,,,,,,,,,,,,,,,Alpha,Alpha,Alpha,,,,,,,,,,,,,,,0.409,2025-12-31T13:59:37.978Z,2025-12-31T14:57:24.342Z,2025-12-31T16:08:24.392Z,
695381313b178b129082b938,gosu,,,,,,,,2025-12-30T16:37:21.274Z,,https://namu.wiki/w/gosu,ai_analyzed,gosu,,,,,,,,,,,,,,,,,Alpha,,,,,,,,,,,,,,,,,-0.009,2025-12-31T13:59:37.978Z,2025-12-31T14:57:24.343Z,2025-12-31T16:08:24.412Z,
695381313b178b129082b939,HAC,,,,,,,,2025-12-30T16:37:21.275Z,,https://namu.wiki/w/HAC,ai_analyzed,HAC,,,,,,,,,,,,,,,,,Alpha,,,,,,,,,,,,,,,,,0.713,2025-12-31T13:59:37.979Z,2025-12-31T14:57:24.343Z,2025-12-31T16:08:24.428Z,
695381313b178b129082b93a,HP,,,,,,,,2025-12-30T16:37:21.276Z,,https://namu.wiki/w/HP,ai_analyzed,HP,,,,,,,,,,,,,,,,,Alpha,,,,,,,,,,,,,,,,,0.42,2025-12-31T13:59:37.979Z,2025-12-31T14:57:24.343Z,2025-12-31T16:08:24.447Z,
695381313b178b129082b93b,INSERT COIN,,,,,,,,2025-12-30T16:37:21.277Z,,https://namu.wiki/w/INSERT%20COIN,ai_analyzed,INSERT,COIN,,,,,,,,,,,,,,,,Alpha,Alpha,,,,,,,,,,,,,,,,-0.297,2025-12-31T13:59:37.980Z,2025-12-31T14:57:24.343Z,2025-12-31T16:08:24.472Z,
695381313b178b129082b93c,K학교전!/업데이트,,,,,,,,2025-12-30T16:37:21.277Z,,https://namu.wiki/w/K%ED%95%99%EA%B5%90%EC%A0%84!/%EC%97%85%EB%8D%B0%EC%9D%B4%ED%8A%B8,ai_analyzed,K,학교,전,!/,업데이트,,,,,,,,,,,,,Alpha,Noun,Noun,Punctuation,Noun,,,,,,,,,,,,,-0.467,2025-12-31T13:59:37.983Z,2025-12-31T14:57:24.343Z,2025-12-31T16:08:24.493Z,
695381313b178b129082b93d,Linux 게이밍,,,,,,,,2025-12-30T16:37:21.278Z,,https://namu.wiki/w/Linux%20%EA%B2%8C%EC%9D%B4%EB%B0%8D,ai_analyzed,Linux,게이,밍,,,,,,,,,,,,,,,Alpha,Noun,Noun,,,,,,,,,,,,,,,-0.487,2025-12-31T13:59:37.985Z,2025-12-31T14:57:24.343Z,2025-12-31T16:08:24.512Z,
695381313b178b129082b93e,MMR,,,,,,,,2025-12-30T16:37:21.278Z,,https://namu.wiki/w/MMR,ai_analyzed,MMR,,,,,,,,,,,,,,,,,Alpha,,,,,,,,,,,,,,,,,-0.101,2025-12-31T13:59:37.986Z,2025-12-31T14:57:24.344Z,2025-12-31T16:08:24.531Z,
695381313b178b129082b93f,Mac 게이밍,,,,,,,,2025-12-30T16:37:21.279Z,,https://namu.wiki/w/Mac%20%EA%B2%8C%EC%9D%B4%EB%B0%8D,ai_analyzed,Mac,게이,밍,,,,,,,,,,,,,,,Alpha,Noun,Noun,,,,,,,,,,,,,,,-0.484,2025-12-31T13:59:37.988Z,2025-12-31T14:57:24.344Z,2025-12-31T16:08:24.551Z,
695381313b178b129082b940,Missing Texture,,,,,,,,2025-12-30T16:37:21.279Z,,https://namu.wiki/w/Missing%20Texture,ai_analyzed,Missing,Texture,,,,,,,,,,,,,,,,Alpha,Alpha,,,,,,,,,,,,,,,,-0.876,2025-12-31T13:59:37.988Z,2025-12-31T14:57:24.344Z,2025-12-31T16:08:24.568Z,
695381313b178b129082b941,NPC,,,,,,,,2025-12-30T16:37:21.280Z,,https://namu.wiki/w/NPC,ai_analyzed,NPC,,,,,,,,,,,,,,,,,Alpha,,,,,,,,,,,,,,,,,-0.523,2025-12-31T13:59:37.989Z,2025-12-31T14:57:24.345Z,2025-12-31T16:08:24.588Z,
695381313b178b129082b942,NPC 살해,,,,,,,,2025-12-30T16:37:21.280Z,,https://namu.wiki/w/NPC%20%EC%82%B4%ED%95%B4,ai_analyzed,NPC,살해,,,,,,,,,,,,,,,,Alpha,Noun,,,,,,,,,,,,,,,,-0.991,2025-12-31T13:59:37.990Z,2025-12-31T14:57:24.345Z,2025-12-31T16:08:24.606Z,
695381313b178b129082b943,Ninja,,,,,,,,2025-12-30T16:37:21.281Z,,https://namu.wiki/w/Ninja,ai_analyzed,Ninja,,,,,,,,,,,,,,,,,Alpha,,,,,,,,,,,,,,,,,-0.814,2025-12-31T13:59:37.990Z,2025-12-31T14:57:24.345Z,2025-12-31T16:08:24.626Z,
695381313b178b129082b944,OP,,,,,,,,2025-12-30T16:37:21.281Z,,https://namu.wiki/w/OP,ai_analyzed,OP,,,,,,,,,,,,,,,,,Alpha,,,,,,,,,,,,,,,,,-0.971,2025-12-31T13:59:37.991Z,2025-12-31T14:57:24.345Z,2025-12-31T16:08:24.643Z,
695381313b178b129082b945,out of bounds,,,,,,,,2025-12-30T16:37:21.281Z,,https://namu.wiki/w/out%20of%20bounds,ai_analyzed,out,of,bounds,,,,,,,,,,,,,,,Alpha,Alpha,Alpha,,,,,,,,,,,,,,,-0.979,2025-12-31T13:59:37.991Z,2025-12-31T14:57:24.346Z,2025-12-31T16:08:24.663Z,
695381313b178b129082b946,PC 게이밍,,,,,,,,2025-12-30T16:37:21.282Z,,https://namu.wiki/w/PC%20%EA%B2%8C%EC%9D%B4%EB%B0%8D,ai_analyzed,PC,게이,밍,,,,,,,,,,,,,,,Alpha,Noun,Noun,,,,,,,,,,,,,,,-0.59,2025-12-31T13:59:37.994Z,2025-12-31T14:57:24.346Z,2025-12-31T16:08:24.682Z,
695381313b178b129082b947,PK(게임 용어),,,,,,,,2025-12-30T16:37:21.282Z,,https://namu.wiki/w/PK(%EA%B2%8C%EC%9E%84%20%EC%9A%A9%EC%96%B4),ai_analyzed,PK,(,게임,용어,),,,,,,,,,,,,,Alpha,Punctuation,Noun,Noun,Punctuation,,,,,,,,,,,,,-0.455,2025-12-31T13:59:37.995Z,2025-12-31T14:57:24.346Z,2025-12-31T16:08:24.702Z,
